GID	HCT116_R1	HCT116_R2	HCT116_R3	NCM460_R1	NCM460_R2	NCM460_R3	Length
ENSG00000264930	0	0	0	0	0	0	316
ENSG00000264931	0	0	1	0	0	0	82
ENSG00000264932	0	0	14	1	0	30	563
ENSG00000264933	0	0	0	0	0	0	260
ENSG00000264934	0	0	0	0	0	0	99
ENSG00000264935	0	0	0	0	0	0	89
ENSG00000264937	0	1	26	3	4	0	240
ENSG00000264939	0	0	0	0	0	0	592
ENSG00000264940	0	3	4	2	2	0	581
ENSG00000264941	0	0	0	0	0	0	78
ENSG00000264943	2	7	52	7	17	18	1082
ENSG00000264944	0	0	0	0	0	0	79
ENSG00000264946	0	0	0	0	0	0	297
ENSG00000264947	0	0	1	0	0	0	73
ENSG00000264948	0	0	0	0	0	0	301
ENSG00000264949	0	0	0	0	0	0	296
ENSG00000264950	0	0	0	0	0	0	101
ENSG00000264952	0	0	0	0	0	0	52
ENSG00000264953	0	0	0	3	0	0	87
ENSG00000264954	0	0	0	0	1	0	2926
ENSG00000264956	0	0	0	0	0	0	2920
ENSG00000264957	0	0	0	0	0	0	106
ENSG00000264958	4	0	0	0	0	3	1229
ENSG00000264961	6	3	11	2	0	0	76
ENSG00000264963	0	0	0	0	0	0	317
ENSG00000264964	6	4	0	18	1	6	466
ENSG00000264965	0	0	0	0	0	0	96
ENSG00000264966	0	0	0	0	0	0	85
ENSG00000264967	0	0	0	0	0	0	282
ENSG00000264968	0	1	3	6	0	0	965
ENSG00000264969	0	0	0	0	0	0	91
ENSG00000264970	6	1	0	0	0	0	1271
ENSG00000264971	0	0	0	0	0	0	421
ENSG00000264972	0	0	0	0	0	0	84
ENSG00000264973	0	0	0	0	0	0	277
ENSG00000264974	0	0	0	0	0	0	82
ENSG00000264975	0	0	0	0	0	0	94
ENSG00000264976	0	0	0	0	0	0	89
ENSG00000264977	0	0	0	0	0	0	284
ENSG00000264978	0	0	1	0	0	0	295
ENSG00000264979	0	0	0	0	0	0	91
ENSG00000264981	0	0	0	0	0	0	356
ENSG00000264982	0	0	0	0	0	0	772
ENSG00000264984	0	0	0	0	0	0	68
ENSG00000264985	0	0	0	0	0	0	2276
ENSG00000264986	0	0	0	0	0	0	88
ENSG00000264987	0	0	0	0	0	0	92
ENSG00000264989	0	0	0	0	0	0	70
ENSG00000264990	0	0	0	0	0	6	1629
ENSG00000264991	0	3	79	19	10	64	86
ENSG00000264994	3	0	3	0	0	4	85
ENSG00000264995	0	0	0	0	0	0	298
ENSG00000264997	0	0	0	0	0	0	71
ENSG00000264999	0	0	0	0	0	0	84
ENSG00000265000	0	0	0	0	0	0	1811
ENSG00000265001	0	0	0	0	0	0	69
ENSG00000265002	0	0	0	0	0	0	74
ENSG00000265003	0	0	0	0	0	0	81
ENSG00000265005	0	0	0	0	0	0	74
ENSG00000265007	0	0	0	0	0	0	85
ENSG00000265008	0	2	1	7	0	1	473
ENSG00000265009	0	0	0	0	0	0	71
ENSG00000265010	3	1	15	0	0	10	321
ENSG00000265011	0	0	0	0	0	0	269
ENSG00000265012	0	0	2	0	2	1	52
ENSG00000265014	0	0	0	0	0	0	85
ENSG00000265015	0	0	0	0	0	0	467
ENSG00000265017	0	0	0	0	0	0	66
ENSG00000265019	0	0	0	2	3	0	294
ENSG00000265020	0	0	0	0	0	0	73
ENSG00000265023	2	0	1	0	0	0	86
ENSG00000265024	0	0	0	0	0	0	100
ENSG00000265028	0	0	0	0	0	0	74
ENSG00000265029	0	0	0	0	0	0	82
ENSG00000265032	0	0	0	0	0	0	95
ENSG00000265033	0	1	2	0	0	0	292
ENSG00000265035	0	0	0	0	0	0	99
ENSG00000265037	0	0	0	0	0	0	80
ENSG00000265038	0	0	0	0	0	0	730
ENSG00000265039	0	0	0	0	0	0	88
ENSG00000265040	0	0	4	0	0	0	296
ENSG00000265041	2	0	0	0	0	0	942
ENSG00000265042	0	0	0	0	0	0	90
ENSG00000265043	17	0	8	0	0	0	3703
ENSG00000265045	0	0	0	0	0	0	339
ENSG00000265046	0	0	0	0	0	0	397
ENSG00000265047	0	0	0	0	0	0	102
ENSG00000265049	0	0	0	0	0	8	92
ENSG00000265050	0	0	0	0	0	0	85
ENSG00000265052	0	0	0	0	0	0	271
ENSG00000265053	0	0	1	0	0	0	297
ENSG00000265054	0	0	0	0	0	0	87
ENSG00000265055	18	12	10	0	0	14	650
ENSG00000265056	0	0	0	0	0	0	82
ENSG00000265057	0	0	0	0	0	0	77
ENSG00000265058	0	0	0	0	0	0	290
ENSG00000265060	0	0	1	0	0	0	846
ENSG00000265061	0	0	0	0	0	0	68
ENSG00000265062	0	0	0	0	0	0	79
ENSG00000265063	0	0	4	0	0	0	85
ENSG00000265064	0	0	1	0	0	0	63
ENSG00000265067	0	0	3	0	0	0	298
ENSG00000265068	0	0	3	0	1	0	86
ENSG00000265069	0	1	0	0	0	0	2295
ENSG00000265070	0	0	0	0	0	0	85
ENSG00000265072	0	0	0	0	0	0	131
ENSG00000265073	0	0	0	0	0	0	754
ENSG00000265075	0	0	0	0	0	0	95
ENSG00000265076	0	0	0	0	0	0	89
ENSG00000265077	0	0	0	0	0	0	282
ENSG00000265078	0	0	0	0	0	1	303
ENSG00000265080	0	0	0	0	0	0	80
ENSG00000265081	0	0	0	0	0	0	281
ENSG00000265082	0	0	0	0	0	0	91
ENSG00000265083	0	0	0	0	0	0	90
ENSG00000265084	0	0	0	0	0	0	73
ENSG00000265085	0	0	0	0	0	0	86
ENSG00000265086	0	0	0	0	0	0	70
ENSG00000265087	0	0	0	0	0	0	82
ENSG00000265089	0	0	0	0	0	0	74
ENSG00000265090	0	0	0	0	0	0	86
ENSG00000265091	0	0	0	0	0	0	977
ENSG00000265092	0	0	1	0	0	0	83
ENSG00000265093	0	0	0	0	0	4	300
ENSG00000265094	1	0	0	0	0	0	281
ENSG00000265095	38	17	31	1	6	23	449
ENSG00000265096	0	0	2	89	26	0	966
ENSG00000265097	0	0	0	0	0	0	1214
ENSG00000265098	0	0	0	0	0	0	68
ENSG00000265099	0	0	0	0	0	0	322
ENSG00000265100	6	0	13	6	0	0	1310
ENSG00000265101	0	0	0	0	0	0	523
ENSG00000265102	0	3	3	1	0	4	109
ENSG00000265104	0	0	0	0	0	0	63
ENSG00000265106	3	0	12	0	1	0	86
ENSG00000265108	0	0	0	0	0	0	96
ENSG00000265109	0	0	0	0	0	0	84
ENSG00000265110	0	0	0	0	0	0	70
ENSG00000265112	0	3	43	2	3	44	82
ENSG00000265113	0	0	0	0	0	0	428
ENSG00000265114	0	0	0	0	0	0	398
ENSG00000265115	0	1	0	0	0	0	561
ENSG00000265118	0	0	0	0	0	2	1242
ENSG00000265119	0	0	0	0	0	0	273
ENSG00000265121	0	0	2	0	0	0	597
ENSG00000265122	0	0	0	0	0	0	52
ENSG00000265123	0	1	0	0	0	0	286
ENSG00000265125	0	0	0	0	0	0	1324
ENSG00000265126	0	0	0	0	0	0	567
ENSG00000265127	0	0	0	0	0	0	105
ENSG00000265128	0	0	0	0	0	0	502
ENSG00000265129	0	0	1	0	0	0	188
ENSG00000265130	0	0	0	8	0	0	571
ENSG00000265132	0	0	0	0	0	0	88
ENSG00000265134	0	0	0	0	0	0	80
ENSG00000265135	0	0	0	0	0	0	77
ENSG00000265136	3	2	53	1	0	31	456
ENSG00000265137	1	4	4	1	0	0	77
ENSG00000265139	4	8	38	7	12	0	271
ENSG00000265140	0	0	0	0	0	0	66
ENSG00000265141	0	0	0	0	0	0	297
ENSG00000265142	0	1	5	0	0	14	4376
ENSG00000265143	0	0	0	0	0	0	255
ENSG00000265144	0	0	0	0	0	0	74
ENSG00000265145	0	0	7	0	0	5	78
ENSG00000265148	0	1	41	17	6	10	3601
ENSG00000265149	0	0	0	0	0	0	322
ENSG00000265150	20	10	164	34	23	8	297
ENSG00000265151	0	0	0	0	0	0	92
ENSG00000265152	0	0	0	0	0	0	83
ENSG00000265154	0	0	0	0	0	0	96
ENSG00000265155	0	0	0	0	0	0	83
ENSG00000265157	0	0	0	0	0	0	50
ENSG00000265158	0	0	0	0	7	0	2759
ENSG00000265160	0	0	0	0	0	0	99
ENSG00000265161	0	0	0	0	0	0	70
ENSG00000265163	0	0	15	0	0	0	467
ENSG00000265164	0	0	0	0	0	0	105
ENSG00000265165	0	0	0	0	0	0	84
ENSG00000265166	0	0	0	0	0	0	88
ENSG00000265167	0	0	0	0	0	0	86
ENSG00000265168	0	0	0	0	0	0	298
ENSG00000265169	0	0	0	0	0	0	88
ENSG00000265170	0	0	0	0	0	0	294
ENSG00000265171	0	0	0	0	0	0	252
ENSG00000265172	0	0	0	0	0	0	54
ENSG00000265174	0	0	0	0	0	0	658
ENSG00000265175	0	0	0	0	0	0	96
ENSG00000265176	0	0	0	0	1	0	81
ENSG00000265178	0	3	2	0	0	0	67
ENSG00000265179	4	0	0	0	0	0	3902
ENSG00000265180	0	0	0	0	0	0	79
ENSG00000265181	0	0	0	0	0	0	87
ENSG00000265182	0	0	0	0	0	10	1750
ENSG00000265185	0	0	12	19	1	20	583
ENSG00000265186	0	0	0	0	0	0	101
ENSG00000265187	0	0	0	0	0	0	86
ENSG00000265188	0	0	0	0	0	0	913
ENSG00000265189	0	0	0	0	0	0	78
ENSG00000265191	0	0	0	0	0	0	254
ENSG00000265192	0	0	2	0	0	0	256
ENSG00000265193	0	0	0	0	0	0	83
ENSG00000265194	0	16	291	42	14	138	3017
ENSG00000265195	1	0	2	2	0	6	76
ENSG00000265197	0	0	0	0	0	0	112
ENSG00000265199	0	0	0	0	0	0	104
ENSG00000265200	0	0	0	0	0	0	101
ENSG00000265201	0	0	0	2	0	0	80
ENSG00000265204	3	0	0	0	0	0	564
ENSG00000265205	1	14	54	7	1	98	499
ENSG00000265206	0	1	1	4	8	0	1625
ENSG00000265208	0	0	0	0	0	0	95
ENSG00000265209	0	0	0	0	0	0	147
ENSG00000265210	0	0	0	0	0	0	63
ENSG00000265211	0	0	0	0	0	0	92
ENSG00000265212	0	0	0	0	0	0	87
ENSG00000265213	0	0	0	0	0	0	74
ENSG00000265214	0	0	0	0	0	0	80
ENSG00000265215	0	0	1	0	0	0	84
ENSG00000265216	0	0	0	0	0	0	87
ENSG00000265217	0	0	0	0	0	0	852
ENSG00000265218	5	6	22	15	2	22	1357
ENSG00000265219	0	0	0	0	0	0	100
ENSG00000265222	0	0	5	10	6	4	927
ENSG00000265224	0	0	0	0	0	0	120
ENSG00000265225	0	0	0	0	0	0	94
ENSG00000265226	0	0	0	0	0	0	88
ENSG00000265227	0	0	0	0	0	0	74
ENSG00000265229	0	0	0	0	0	0	309
ENSG00000265230	5	0	4	0	0	0	312
ENSG00000265233	0	0	0	0	0	0	169
ENSG00000265235	0	0	0	0	0	0	88
ENSG00000265236	0	0	0	0	0	0	78
ENSG00000265237	0	0	0	0	0	0	82
ENSG00000265238	0	0	0	0	0	0	86
ENSG00000265239	0	0	0	0	0	0	98
ENSG00000265240	0	0	0	0	0	0	1297
ENSG00000265242	96	85	138	80	34	84	1664
ENSG00000265243	0	0	0	0	0	0	424
ENSG00000265244	0	0	0	0	0	0	82
ENSG00000265245	0	0	0	0	0	0	83
ENSG00000265246	0	0	5	0	0	4	614
ENSG00000265247	0	0	0	0	0	0	80
ENSG00000265249	0	0	0	0	0	0	100
ENSG00000265250	0	0	0	0	0	0	97
ENSG00000265251	0	0	2	0	0	0	67
ENSG00000265252	0	1	7	0	0	0	75
ENSG00000265253	0	0	0	0	0	0	67
ENSG00000265254	0	0	0	0	0	0	493
ENSG00000265257	0	0	0	0	0	0	1050
ENSG00000265258	0	0	0	0	0	0	76
ENSG00000265259	0	0	0	0	0	0	282
ENSG00000265260	0	0	0	0	0	0	297
ENSG00000265261	0	0	6	1	0	0	2747
ENSG00000265262	0	0	0	0	0	0	358
ENSG00000265263	0	0	0	0	0	0	1660
ENSG00000265264	0	0	0	0	0	0	884
ENSG00000265265	0	0	0	0	0	0	396
ENSG00000265266	0	0	0	0	0	0	70
ENSG00000265267	0	0	0	0	0	0	89
ENSG00000265268	0	0	0	0	0	0	96
ENSG00000265270	0	0	0	0	0	0	83
ENSG00000265272	0	0	0	0	0	0	275
ENSG00000265273	0	2	1	0	0	0	1441
ENSG00000265275	0	0	0	0	0	0	83
ENSG00000265279	0	0	0	0	0	0	941
ENSG00000265280	0	1	5	6	6	11	77
ENSG00000265281	0	0	0	0	0	0	104
ENSG00000265282	0	0	1	6	2	16	552
ENSG00000265284	0	0	0	0	0	0	58
ENSG00000265285	0	0	0	0	0	0	67
ENSG00000265286	0	0	0	0	0	0	78
ENSG00000265287	0	0	0	0	0	0	1083
ENSG00000265289	0	0	0	0	0	0	591
ENSG00000265291	0	0	1	0	0	0	56
ENSG00000265292	0	0	0	0	0	0	268
ENSG00000265293	1	2	14	0	1	10	949
ENSG00000265294	0	0	0	0	0	0	86
ENSG00000265295	0	0	0	1	0	0	86
ENSG00000265296	0	0	1	0	0	0	1997
ENSG00000265298	86	54	176	169	32	134	892
ENSG00000265300	0	0	0	0	0	0	92
ENSG00000265301	0	0	0	0	0	0	82
ENSG00000265303	0	0	0	0	0	0	557
ENSG00000265304	0	0	0	0	0	0	60
ENSG00000265306	0	0	0	0	0	0	84
ENSG00000265311	0	0	0	0	0	0	86
ENSG00000265313	0	0	6	0	0	0	726
ENSG00000265314	0	0	0	0	0	0	76
ENSG00000265315	0	0	0	0	0	0	281
ENSG00000265316	0	0	0	0	0	0	578
ENSG00000265317	0	0	0	0	0	0	88
ENSG00000265319	0	0	0	0	0	0	268
ENSG00000265320	0	0	0	0	0	0	100
ENSG00000265321	15	7	12	12	5	23	83
ENSG00000265322	0	0	0	0	0	0	75
ENSG00000265324	0	0	0	0	0	0	85
ENSG00000265327	0	1	0	0	0	0	298
ENSG00000265328	0	0	0	0	0	0	84
ENSG00000265329	0	0	0	0	0	0	71
ENSG00000265330	0	0	0	0	0	0	77
ENSG00000265331	0	0	0	0	0	0	115
ENSG00000265332	0	0	0	0	0	0	94
ENSG00000265333	0	0	0	0	0	0	75
ENSG00000265334	0	0	2	0	0	4	638
ENSG00000265335	0	0	0	0	0	0	64
ENSG00000265337	0	0	1	0	0	0	475
ENSG00000265339	0	0	0	0	0	0	83
ENSG00000265340	0	0	0	0	0	0	945
ENSG00000265341	0	0	0	0	0	0	103
ENSG00000265342	0	8	1	0	0	12	372
ENSG00000265344	0	0	0	0	0	0	98
ENSG00000265345	0	6	0	0	0	2	113
ENSG00000265347	0	0	0	0	0	0	65
ENSG00000265349	2	0	1	1	0	0	212
ENSG00000265350	0	0	0	0	0	0	314
ENSG00000265352	0	0	0	0	0	0	1101
ENSG00000265353	0	0	0	0	0	0	82
ENSG00000265355	0	0	0	0	0	10	78
ENSG00000265356	0	0	0	0	0	0	535
ENSG00000265357	0	0	0	0	0	0	73
ENSG00000265359	0	0	7	0	0	0	258
ENSG00000265361	0	0	0	0	0	0	335
ENSG00000265362	0	0	0	0	0	0	100
ENSG00000265364	0	0	0	0	0	0	87
ENSG00000265367	0	0	0	0	0	0	100
ENSG00000265368	0	0	0	0	0	0	70
ENSG00000265369	6	0	0	0	0	0	2598
ENSG00000265370	0	0	0	0	0	0	80
ENSG00000265371	0	0	0	0	0	0	80
ENSG00000265372	0	0	0	0	0	0	77
ENSG00000265373	0	0	0	0	0	0	94
ENSG00000265374	0	0	0	0	0	0	555
ENSG00000265375	0	0	0	0	0	0	77
ENSG00000265376	0	0	0	0	0	0	84
ENSG00000265378	0	0	0	0	0	0	397
ENSG00000265379	0	0	2	0	0	0	87
ENSG00000265380	0	0	0	0	0	0	555
ENSG00000265381	0	0	0	0	0	0	88
ENSG00000265382	0	0	0	0	0	0	292
ENSG00000265386	0	2	7	1	0	1	294
ENSG00000265388	0	0	0	0	0	0	280
ENSG00000265390	0	0	2	0	0	0	91
ENSG00000265391	0	0	6	0	0	0	99
ENSG00000265392	0	0	0	0	0	0	63
ENSG00000265393	0	3	0	0	0	0	338
ENSG00000265394	0	0	3	0	2	0	385
ENSG00000265395	1	3	7	3	0	4	108
ENSG00000265396	0	0	1	1	0	3	66
ENSG00000265398	0	0	0	0	0	0	86
ENSG00000265399	5	8	14	3	14	0	1771
ENSG00000265400	0	0	0	0	0	0	718
ENSG00000265401	0	0	0	0	0	0	461
ENSG00000265402	0	0	0	0	0	0	472
ENSG00000265403	0	0	0	0	0	0	86
ENSG00000265404	0	0	0	0	0	0	103
ENSG00000265406	0	0	0	0	0	0	83
ENSG00000265407	4	2	17	0	0	0	72
ENSG00000265408	2	0	0	0	0	0	317
ENSG00000265411	0	0	0	0	0	0	281
ENSG00000265413	0	0	2	0	0	17	2315
ENSG00000265414	0	0	0	0	0	0	255
ENSG00000265415	170	216	351	308	184	1423	321
ENSG00000265416	0	2	0	0	0	0	100
ENSG00000265417	0	0	54	1	0	0	1105
ENSG00000265418	0	1	3	0	0	0	58
ENSG00000265419	0	0	0	0	0	0	68
ENSG00000265420	0	0	0	0	0	1	83
ENSG00000265421	0	0	0	0	0	0	66
ENSG00000265422	0	0	0	0	0	0	82
ENSG00000265423	0	0	0	0	0	0	78
ENSG00000265425	0	0	0	0	0	0	755
ENSG00000265428	0	0	0	0	0	0	302
ENSG00000265429	0	0	0	0	0	0	79
ENSG00000265430	0	0	0	0	0	0	92
ENSG00000265432	0	0	0	0	0	0	81
ENSG00000265433	0	0	0	0	0	0	91
ENSG00000265435	0	0	0	0	0	0	77
ENSG00000265437	0	0	0	0	0	0	510
ENSG00000265438	0	0	0	0	0	0	74
ENSG00000265439	0	0	0	0	0	0	289
ENSG00000265441	0	0	0	0	0	0	75
ENSG00000265442	0	0	0	0	0	0	103
ENSG00000265443	0	0	5	0	2	6	460
ENSG00000265444	0	0	0	0	0	0	76
ENSG00000265445	0	0	0	0	0	0	373
ENSG00000265450	1	0	0	1	1	0	81
ENSG00000265451	0	1	0	4	8	11	682
ENSG00000265452	6	2	12	15	16	24	84
ENSG00000265453	0	0	0	0	0	0	322
ENSG00000265454	0	0	0	0	0	0	62
ENSG00000265455	0	0	0	0	0	0	74
ENSG00000265456	0	0	3	0	0	0	82
ENSG00000265457	0	0	0	0	0	0	91
ENSG00000265458	18	74	52	19	28	19	456
ENSG00000265460	7	0	2	0	0	0	1294
ENSG00000265461	0	0	1	0	0	0	98
ENSG00000265462	2	0	0	6	1	0	87
ENSG00000265463	0	0	1	0	0	0	87
ENSG00000265465	0	0	0	0	0	14	74
ENSG00000265466	0	0	0	0	0	0	83
ENSG00000265467	0	0	0	0	0	0	92
ENSG00000265469	0	0	0	0	0	0	325
ENSG00000265470	1	0	0	0	0	0	58
ENSG00000265471	0	0	0	0	0	0	79
ENSG00000265472	0	0	0	0	0	0	318
ENSG00000265474	8	10	6	7	8	16	521
ENSG00000265477	0	0	0	0	0	0	454
ENSG00000265478	1	19	1	0	0	3	985
ENSG00000265479	0	0	0	0	0	0	2043
ENSG00000265480	6	2	2	10	0	3	2086
ENSG00000265481	0	0	0	0	0	0	79
ENSG00000265483	0	0	0	0	0	0	53
ENSG00000265484	0	0	0	0	0	0	567
ENSG00000265485	1	0	0	0	0	0	2471
ENSG00000265486	0	0	0	0	0	0	290
ENSG00000265487	0	0	0	0	0	0	244
ENSG00000265488	0	0	0	0	0	0	86
ENSG00000265489	1	0	0	0	0	0	3679
ENSG00000265490	0	3	6	0	1	5	326
ENSG00000265493	0	0	0	0	0	0	85
ENSG00000265494	0	0	0	0	0	0	1982
ENSG00000265496	1	0	4	2	0	10	582
ENSG00000265498	0	0	0	0	0	0	81
ENSG00000265499	0	0	0	0	0	0	77
ENSG00000265500	4	8	51	12	12	42	3520
ENSG00000265501	0	0	0	0	0	0	52
ENSG00000265502	2	0	0	0	0	0	299
ENSG00000265503	0	0	3	0	0	0	75
ENSG00000265504	0	0	0	0	0	0	83
ENSG00000265506	0	0	0	0	0	0	101
ENSG00000265507	0	0	0	0	0	0	80
ENSG00000265510	0	0	0	0	0	0	85
ENSG00000265511	23	33	39	12	9	51	795
ENSG00000265513	0	0	0	0	0	0	102
ENSG00000265514	0	0	0	0	0	0	815
ENSG00000265515	0	0	0	0	0	0	87
ENSG00000265516	0	0	0	0	0	0	91
ENSG00000265517	0	0	0	0	0	0	60
ENSG00000265518	0	0	1	0	0	0	101
ENSG00000265519	0	0	0	0	0	0	347
ENSG00000265520	0	0	1	0	0	0	80
ENSG00000265521	0	0	4	0	0	0	78
ENSG00000265522	0	0	0	0	0	0	63
ENSG00000265523	0	0	0	0	0	0	52
ENSG00000265524	0	0	0	0	0	0	97
ENSG00000265526	0	0	0	0	0	0	62
ENSG00000265527	0	0	1	0	0	0	73
ENSG00000265528	0	0	0	0	0	0	70
ENSG00000265529	0	1	1	0	0	0	135
ENSG00000265530	0	0	1	0	0	0	91
ENSG00000265532	0	0	0	0	0	0	330
ENSG00000265533	0	0	0	0	0	0	2991
ENSG00000265534	0	0	0	0	0	0	93
ENSG00000265535	0	0	0	0	0	0	296
ENSG00000265536	0	0	0	0	0	0	83
ENSG00000265537	0	0	0	0	0	0	94
ENSG00000265538	0	0	0	0	0	0	69
ENSG00000265539	1	4	15	0	2	23	83
ENSG00000265541	0	0	0	0	0	0	357
ENSG00000265542	2	0	0	0	0	0	612
ENSG00000265543	0	0	0	0	0	0	84
ENSG00000265544	0	0	0	0	0	0	632
ENSG00000265545	0	0	0	0	0	0	229
ENSG00000265546	0	0	0	0	0	0	292
ENSG00000265547	0	2	0	0	0	0	517
ENSG00000265550	0	0	0	0	0	0	101
ENSG00000265552	0	0	0	0	0	0	663
ENSG00000265553	0	0	0	0	0	0	101
ENSG00000265554	0	0	0	0	0	0	412
ENSG00000265555	0	0	0	0	0	0	2149
ENSG00000265556	0	0	0	1	2	0	301
ENSG00000265558	0	0	0	0	0	0	93
ENSG00000265559	1	0	0	0	1	0	298
ENSG00000265560	0	0	0	0	0	0	94
ENSG00000265561	0	0	0	0	0	0	50
ENSG00000265562	0	0	0	0	0	0	101
ENSG00000265564	0	0	0	0	0	0	307
ENSG00000265565	0	0	0	0	0	0	63
ENSG00000265566	0	0	0	0	0	0	305
ENSG00000265567	0	0	0	0	0	0	325
ENSG00000265568	0	0	0	0	0	0	83
ENSG00000265569	0	0	0	0	0	0	101
ENSG00000265572	0	0	0	0	0	0	85
ENSG00000265573	0	0	0	0	0	0	81
ENSG00000265574	0	0	0	0	1	0	1029
ENSG00000265575	0	0	0	0	0	0	77
ENSG00000265577	5	3	10	0	0	5	272
ENSG00000265579	0	0	0	0	0	0	2206
ENSG00000265580	0	0	0	0	0	0	101
ENSG00000265582	0	0	0	0	0	0	87
ENSG00000265583	0	0	0	0	0	0	102
ENSG00000265584	0	0	0	0	0	0	101
ENSG00000265585	0	0	0	0	0	0	93
ENSG00000265587	0	0	0	0	0	0	95
ENSG00000265588	0	0	0	0	0	0	85
ENSG00000265589	0	0	0	0	0	0	78
ENSG00000265590	0	0	0	0	0	0	1026
ENSG00000265591	0	0	0	0	0	0	75
ENSG00000265592	0	0	0	0	0	0	299
ENSG00000265593	0	0	0	0	0	0	559
ENSG00000265595	0	0	0	0	0	0	78
ENSG00000265596	0	0	0	0	0	0	99
ENSG00000265597	0	0	0	0	0	0	122
ENSG00000265598	0	0	0	0	0	0	81
ENSG00000265599	0	0	0	0	0	0	83
ENSG00000265600	0	1	4	0	0	0	100
ENSG00000265601	1	0	0	0	0	0	67
ENSG00000265603	0	0	0	0	0	0	250
ENSG00000265605	0	0	0	0	0	0	259
ENSG00000265606	0	0	0	0	0	0	74
ENSG00000265610	0	0	0	0	0	0	77
ENSG00000265611	1	0	5	0	1	0	120
ENSG00000265612	0	0	0	0	0	0	60
ENSG00000265613	0	1	0	0	0	0	101
ENSG00000265614	0	0	0	0	0	0	367
ENSG00000265615	0	0	0	0	0	0	98
ENSG00000265616	0	0	0	1	0	0	73
ENSG00000265617	0	0	0	0	0	0	64
ENSG00000265618	0	0	0	0	0	0	1121
ENSG00000265619	0	0	0	0	0	0	101
ENSG00000265621	0	0	1	0	0	2	90
ENSG00000265623	0	0	0	0	0	5	76
ENSG00000265624	0	0	0	0	0	0	278
ENSG00000265625	0	0	0	0	0	6	1052
ENSG00000265626	0	0	1	0	0	0	182
ENSG00000265627	0	0	2	0	0	0	101
ENSG00000265628	0	0	0	0	0	0	275
ENSG00000265629	0	0	0	0	0	0	2048
ENSG00000265631	0	0	0	0	0	0	569
ENSG00000265632	0	0	0	0	0	0	88
ENSG00000265635	0	0	0	0	0	0	87
ENSG00000265636	0	4	0	0	0	0	112
ENSG00000265637	0	0	0	0	0	0	81
ENSG00000265638	3	2	5	2	0	3	79
ENSG00000265639	0	0	0	0	0	3	847
ENSG00000265641	0	0	0	0	0	0	55
ENSG00000265642	0	0	0	0	0	0	80
ENSG00000265643	0	0	0	0	0	0	432
ENSG00000265644	0	0	0	0	0	0	573
ENSG00000265645	0	0	0	0	0	0	82
ENSG00000265646	0	0	0	4	0	0	1347
ENSG00000265647	2	0	1	0	0	1	99
ENSG00000265648	0	0	1	0	0	0	280
ENSG00000265649	0	0	0	0	0	0	72
ENSG00000265650	0	2	0	1	6	0	78
ENSG00000265653	0	0	0	0	0	0	57
ENSG00000265654	0	0	2	2	0	0	86
ENSG00000265655	0	0	0	0	0	0	84
ENSG00000265656	4	0	16	0	0	11	447
ENSG00000265657	0	0	0	0	0	0	76
ENSG00000265658	0	0	0	0	0	0	75
ENSG00000265660	18	38	152	46	18	15	71
ENSG00000265661	0	1	0	0	0	0	73
ENSG00000265662	0	0	0	0	0	0	100
ENSG00000265664	0	0	0	0	0	0	229
ENSG00000265665	0	0	0	0	0	0	101
ENSG00000265666	29	13	9	19	31	0	1790
ENSG00000265667	0	0	2	0	0	0	98
ENSG00000265669	0	0	0	0	0	0	72
ENSG00000265670	0	0	0	0	0	0	387
ENSG00000265671	0	0	0	0	0	0	351
ENSG00000265672	0	0	0	0	0	0	60
ENSG00000265673	0	0	0	0	0	0	70
ENSG00000265675	0	0	4	0	0	0	297
ENSG00000265676	0	0	0	0	0	0	271
ENSG00000265677	3	0	1	0	3	10	101
ENSG00000265678	14	9	54	11	1	48	555
ENSG00000265679	0	0	0	0	0	0	98
ENSG00000265680	0	0	0	0	0	0	301
ENSG00000265681	106	159	228	123	102	105	2451
ENSG00000265682	0	0	0	0	0	0	82
ENSG00000265683	32	10	13	14	9	9	727
ENSG00000265684	0	0	0	0	1	0	296
ENSG00000265686	0	0	0	0	0	0	89
ENSG00000265687	0	0	0	0	0	0	81
ENSG00000265688	272	544	479	314	628	61	1895
ENSG00000265689	0	0	0	0	0	0	372
ENSG00000265690	0	0	0	0	0	0	2009
ENSG00000265691	0	0	0	0	0	0	86
ENSG00000265692	14	17	42	8	6	34	1810
ENSG00000265693	0	0	0	0	0	0	130
ENSG00000265694	0	0	0	0	0	0	76
ENSG00000265695	0	0	0	0	0	0	67
ENSG00000265696	0	0	0	0	0	0	64
ENSG00000265697	0	0	0	0	0	0	563
ENSG00000265698	0	0	1	0	0	0	337
ENSG00000265699	0	0	0	0	0	0	67
ENSG00000265700	0	0	0	0	0	0	80
ENSG00000265702	0	0	0	3	1	1	3892
ENSG00000265704	0	0	0	0	0	0	62
ENSG00000265705	0	0	0	0	0	0	436
ENSG00000265706	0	3	9	1	0	4	78
ENSG00000265708	0	0	0	0	0	0	100
ENSG00000265709	0	0	0	0	0	0	81
ENSG00000265710	39	56	57	23	139	1	81
ENSG00000265711	0	0	0	0	0	0	98
ENSG00000265712	0	0	0	0	0	0	685
ENSG00000265713	0	0	2	0	0	0	955
ENSG00000265714	0	0	0	0	0	0	67
ENSG00000265715	0	0	0	0	0	0	75
ENSG00000265717	0	0	0	0	0	0	598
ENSG00000265719	0	0	0	0	0	0	72
